bid,ask,spread,time 
10.0858,10.6683,-0.5824999999999996,1659985150.4349182
2.2706,16.7638,-14.4932,1659985152.0205915
3.4886,16.7643,-13.275699999999999,1659985153.5822525
2.104,22.0959,-19.9919,1659985155.1452644
0.2827,8.4171,-8.1344,1659985157.5027125
27.7379,1.2808,26.4571,1659985159.058806
29.1926,1.0039,28.188699999999997,1659985160.7339659
26.7148,7.6686,19.0462,1659985162.8373957
25.486,8.7192,16.7668,1659985164.4442415
6.5233,16.3876,-9.8643,1659985166.0038764
1.779,18.1888,-16.4098,1659985167.5635984
0.102,36.8191,-36.7171,1659985169.1903412
0.932,29.281,-28.349,1659985170.7302608
0.5463,26.444,-25.8977,1659985172.2885983
0.9325,28.3639,-27.4314,1659985174.3836546
0.3221,28.8394,-28.517300000000002,1659985175.985575
0.1795,49.859,-49.679500000000004,1659985177.543404
0.2169,11.6051,-11.3882,1659985179.1115139
1.1422,40.0106,-38.868399999999994,1659985180.8851786
2.1289,32.3144,-30.185499999999998,1659985182.8257008
4.1328,17.6843,-13.5515,1659985184.498913
15.7801,2.3004,13.4797,1659985186.066224
33.7487,0.633,33.1157,1659985187.6156273
26.5362,1.2532,25.283,1659985189.1389813
27.5277,5.8941,21.6336,1659985190.698636
23.1326,9.9918,13.1408,1659985192.3083458
28.6937,6.7859,21.9078,1659985193.8634295
28.6061,9.2927,19.3134,1659985195.442747
13.3186,16.9739,-3.6553000000000004,1659985197.0060277
12.1152,20.1142,-7.9990000000000006,1659985198.5874023
11.1607,18.8032,-7.6425,1659985200.1364038
9.4159,28.3799,-18.964,1659985201.7393522
2.8373,34.2437,-31.406399999999998,1659985203.3434842
10.2995,7.2177,3.0818000000000003,1659985204.9204686
7.8543,7.1572,0.6971000000000007,1659985206.696324
5.9869,16.3809,-10.394,1659985208.280298
4.036,42.4917,-38.4557,1659985209.8887227
5.7343,37.1328,-31.398500000000002,1659985211.445342
4.771,40.0765,-35.3055,1659985213.0672233
7.1563,36.4233,-29.266999999999996,1659985214.6567123
22.4879,2.0456,20.4423,1659985216.2831886
7.9682,14.3923,-6.4241,1659985218.8421614
8.0287,17.8566,-9.8279,1659985220.689802
24.536,0.1374,24.398600000000002,1659985222.5458763
15.3671,13.6695,1.6976000000000013,1659985224.1549723
23.1074,2.7278,20.3796,1659985226.286297
24.457,6.5301,17.9269,1659985227.8551438
13.0216,14.2835,-1.2619000000000007,1659985229.4126737
21.4131,9.529,11.8841,1659985231.5337715
7.1435,26.2161,-19.0726,1659985233.1703086
17.3527,9.049,8.3037,1659985234.7520905
25.7653,1.9314,23.8339,1659985236.3183389
27.2331,6.1708,21.0623,1659985237.9069886
27.864,8.4351,19.4289,1659985239.5226574
7.1716,26.0976,-18.926000000000002,1659985241.1723812
16.1848,8.003,8.181799999999999,1659985242.7560158
5.3185,11.6132,-6.294700000000001,1659985244.3483903
1.3728,25.9825,-24.6097,1659985245.9259892
3.1712,26.0876,-22.9164,1659985248.2845812
1.7247,25.391,-23.6663,1659985249.9067962
3.6589,24.0429,-20.384,1659985251.5299637
7.8468,22.7508,-14.904000000000002,1659985253.1072164
12.8266,10.3586,2.468,1659985254.872681
12.7205,11.4932,1.2272999999999996,1659985256.4712245
13.5621,10.9543,2.6077999999999992,1659985258.0556998
7.2093,15.3706,-8.1613,1659985259.6661534
0.386,23.0816,-22.695600000000002,1659985261.2208786
2.9498,32.0611,-29.111300000000004,1659985263.387771
6.2388,32.143,-25.9042,1659985264.959762
10.467,15.1827,-4.7157,1659985266.5277195
0.1632,29.7028,-29.5396,1659985268.2016547
0.5282,33.2436,-32.7154,1659985269.7840567
1.5459,19.8686,-18.3227,1659985272.1007793
2.8584,19.3833,-16.5249,1659985273.748158
3.4386,19.3223,-15.883699999999997,1659985275.306433
0.1986,49.9343,-49.7357,1659985276.8661633
2.462,38.6633,-36.201299999999996,1659985278.9712665
3.6019,31.6941,-28.0922,1659985281.284108
0.1523,35.0057,-34.8534,1659985282.8494267
0.0312,35.4444,-35.4132,1659985285.030183
0.1079,37.3393,-37.2314,1659985286.575568
20.0316,7.9507,12.0809,1659985288.1886134
28.7028,0.7445,27.9583,1659985290.3422499
6.9284,17.9732,-11.044799999999999,1659985291.9172199
7.3239,15.8482,-8.5243,1659985293.5428007
3.1364,18.8002,-15.6638,1659985295.1269307
5.162,25.5452,-20.383200000000002,1659985296.670759
21.2519,5.531,15.7209,1659985298.7879248
27.4725,2.2092,25.2633,1659985300.3717687
35.6467,0.4938,35.1529,1659985302.0908334
6.0039,14.3995,-8.3956,1659985303.6404004
2.1611,46.0262,-43.865100000000005,1659985305.2353628
2.2823,33.6541,-31.3718,1659985306.8321025
14.9576,10.5656,4.3919999999999995,1659985308.391082
11.9014,13.2432,-1.3417999999999992,1659985309.9623024
17.4841,17.2325,0.2515999999999998,1659985312.087476
26.765,5.1461,21.6189,1659985313.6612818
12.0335,12.2499,-0.21640000000000015,1659985315.2510815
16.9284,6.9089,10.0195,1659985316.827302
19.8627,6.2993,13.563400000000001,1659985318.3985567
17.4166,9.1432,8.273399999999999,1659985320.4168947
13.5028,9.711,3.7918000000000003,1659985321.996342
16.5526,9.5036,7.049000000000001,1659985323.9035532
0.6389,24.1252,-23.4863,1659985326.037932
3.7661,22.2481,-18.482,1659985327.6553504
12.15,13.9127,-1.7626999999999988,1659985329.7326078
5.1966,18.4075,-13.210899999999999,1659985331.3000522
13.3889,11.6438,1.745099999999999,1659985332.877517
12.8259,8.5044,4.3215,1659985334.5761802
18.3748,0.3758,17.999,1659985336.3999076
15.749,12.8368,2.9122000000000003,1659985337.9750679
7.2974,17.4687,-10.171299999999999,1659985339.550417
5.9312,15.7231,-9.791900000000002,1659985341.1820433
7.0221,17.2477,-10.225599999999998,1659985342.755078
15.3343,15.5741,-0.2397999999999989,1659985344.3399937
0.616,45.0645,-44.4485,1659985346.4637892
1.2775,37.3935,-36.116,1659985348.031418
13.0728,5.0004,8.072400000000002,1659985350.1298804
29.534,3.7954,25.738599999999998,1659985351.7301035
23.5619,3.0904,20.471500000000002,1659985353.2832282
24.7318,1.8309,22.9009,1659985355.0843663
29.0406,3.1786,25.862000000000002,1659985356.643854
17.9438,11.4111,6.5327,1659985358.1990204
21.3598,2.643,18.7168,1659985359.750155
2.4847,19.8454,-17.3607,1659985361.35678
1.649,19.0233,-17.374299999999998,1659985362.9268045
5.6773,14.3616,-8.6843,1659985364.5024612
2.6027,18.5145,-15.911800000000001,1659985366.1809547
0.5535,0.0699,0.4836,1659985367.7239141
0.015,40.8811,-40.8661,1659985369.3239772
1.4674,30.6188,-29.1514,1659985370.8930562
0.3449,34.2996,-33.954699999999995,1659985373.0196903
2.7864,31.2664,-28.48,1659985374.7189596
11.1404,1.1104,10.03,1659985376.2736633
26.2693,1.28,24.9893,1659985377.8447785
23.7027,5.832,17.8707,1659985379.3943076
22.3469,6.4127,15.9342,1659985381.126812
12.8157,8.465,4.3507,1659985382.7098129
12.8329,8.6076,4.225300000000001,1659985384.2613814
6.604,0.001,6.603,1659985385.8506665
23.4108,13.146,10.264799999999997,1659985387.422609
26.7191,12.5468,14.172300000000002,1659985389.0606563
27.0005,13.5852,13.415299999999998,1659985390.6758246
2.3777,31.2079,-28.830199999999998,1659985392.242902
2.1622,32.9977,-30.835500000000003,1659985394.3404703
4.3304,18.2081,-13.8777,1659985396.4308488
14.0582,9.0917,4.9665,1659985398.4743564
29.9168,1.425,28.491799999999998,1659985400.0413277
5.237,13.0465,-7.8095,1659985401.6778479
5.8463,16.9011,-11.0548,1659985403.2632077
4.5663,17.4491,-12.882800000000001,1659985404.8171325
8.1124,13.2032,-5.0908000000000015,1659985406.472041
15.1336,9.3017,5.831899999999999,1659985408.0538669
18.304,2.5375,15.766499999999999,1659985409.618206
22.7873,6.5822,16.205099999999998,1659985411.1670408
18.5873,12.4694,6.117899999999999,1659985412.722974
6.1851,18.4608,-12.275699999999999,1659985414.8461084
0.4153,20.4419,-20.026600000000002,1659985417.1123657
3.3027,35.6686,-32.365899999999996,1659985418.7441595
1.3714,35.3003,-33.9289,1659985420.316043
18.4114,0.4721,17.9393,1659985421.9562507
24.4475,0.0518,24.3957,1659985423.5229023
2.2492,0.6,1.6492,1659985425.134039
17.9916,11.2315,6.760099999999998,1659985426.7408197
7.1816,15.2735,-8.091899999999999,1659985428.2823224
0.5283,23.5554,-23.027099999999997,1659985430.056351
0.4275,54.3624,-53.9349,1659985431.5933983
0.2263,60.9852,-60.7589,1659985433.1672122
1.2166,53.299,-52.0824,1659985434.749113
0.2232,41.0266,-40.8034,1659985436.416438
1.2223,43.4902,-42.267900000000004,1659985437.988664
7.3766,14.7688,-7.392200000000001,1659985439.5735028
31.8272,1.153,30.674200000000003,1659985441.161296
0.3998,20.2648,-19.865000000000002,1659985442.8331506
1.9982,30.632,-28.6338,1659985444.657297
8.4959,14.0386,-5.5427,1659985446.442286
7.267,18.4032,-11.136199999999999,1659985448.090318
1.5949,20.8242,-19.229300000000002,1659985449.6556847
0.7092,27.1844,-26.4752,1659985451.2859082
0.708,28.5802,-27.872200000000003,1659985452.8740644
0.7083,29.1401,-28.4318,1659985454.5592837
3.7452,60.4524,-56.7072,1659985456.1259544
3.4939,61.4952,-58.0013,1659985457.7098627
3.6979,17.5688,-13.870899999999999,1659985459.264134
7.0525,16.8476,-9.7951,1659985460.8319423
16.5925,0.0635,16.529,1659985462.597932
2.1794,25.062,-22.8826,1659985464.1543162
4.0178,21.9821,-17.964299999999998,1659985465.7683074
15.5686,2.7689,12.7997,1659985467.3502715
19.2239,3.1842,16.0397,1659985468.9021077
20.5668,8.5002,12.066600000000001,1659985470.4806864
0.158,19.4564,-19.298399999999997,1659985472.0542784
0.2941,20.7897,-20.4956,1659985473.6259024
5.416,21.3293,-15.9133,1659985475.2583241
8.4391,12.4781,-4.039,1659985476.8077385
7.865,14.0066,-6.1416,1659985478.4555278
5.922,15.6977,-9.7757,1659985480.0010414
6.5276,16.0508,-9.5232,1659985481.6155868
7.1004,15.8508,-8.750399999999999,1659985483.1708388
0.6593,57.4645,-56.8052,1659985484.7354302
0.9603,56.6425,-55.6822,1659985486.3276913
0.6863,50.8118,-50.125499999999995,1659985487.945647
1.9743,45.383,-43.4087,1659985489.5092585
1.3285,46.4299,-45.101400000000005,1659985491.2554755
0.9209,47.232,-46.311099999999996,1659985492.817192
0.1159,54.8841,-54.76819999999999,1659985494.4069955
0.5618,52.4698,-51.908,1659985495.9808009
0.5618,53.8601,-53.298300000000005,1659985497.5506835
0.3388,57.3295,-56.990700000000004,1659985499.1320019
0.3205,57.6454,-57.3249,1659985500.7281375
0.3234,56.9409,-56.6175,1659985502.3666098
16.2232,6.5936,9.629599999999998,1659985503.9543009
16.4274,9.8345,6.592899999999998,1659985505.5285673
17.3538,7.6325,9.7213,1659985507.1312187
17.4285,9.0354,8.3931,1659985509.112294
24.6379,5.7756,18.862299999999998,1659985510.6790333
22.8932,9.2028,13.6904,1659985512.2678742
40.7784,1.3182,39.4602,1659985513.8613482
18.3229,23.8417,-5.518799999999999,1659985515.6669123
0.5818,25.3164,-24.7346,1659985517.7861948
0.4609,41.9557,-41.4948,1659985519.3553443
0.5531,47.1814,-46.628299999999996,1659985520.9282422
0.5541,47.7676,-47.2135,1659985522.5321083
0.6985,48.6021,-47.9036,1659985524.3612862
2.186,46.7315,-44.5455,1659985525.9192328
10.1704,7.6635,2.506900000000001,1659985527.4782214
2.202,0.0811,2.1209,1659985529.0439212
28.2165,6.0774,22.1391,1659985530.6103706
15.7248,11.5968,4.128,1659985532.196226
9.7675,12.7813,-3.0138,1659985533.8322396
12.0983,10.9848,1.1135000000000002,1659985535.4642215
16.1288,4.3372,11.791599999999999,1659985537.0356102
15.8875,7.3825,8.504999999999999,1659985538.616214
12.0626,10.4004,1.6622000000000003,1659985540.1691825
11.9255,9.7525,2.173,1659985541.7171335
11.922,9.3876,2.5343999999999998,1659985543.2989855
0.187,24.318,-24.131,1659985544.8797603
0.2081,45.9168,-45.7087,1659985546.4730442
0.0017,44.605,-44.6033,1659985548.066601
0.0017,45.297,-45.2953,1659985549.6681843
0.8369,42.8014,-41.9645,1659985551.8342028
3.6711,36.774,-33.1029,1659985553.649528
5.899,12.1544,-6.255400000000001,1659985555.214914
6.3436,11.3658,-5.0222,1659985556.770069
7.4701,12.4828,-5.012699999999999,1659985558.3339934
7.9001,12.4267,-4.5266,1659985559.9654171
4.4363,13.4558,-9.0195,1659985561.5164087
4.5821,12.0465,-7.4644,1659985563.1112442
3.6973,12.5488,-8.8515,1659985564.729606
2.9948,13.6577,-10.6629,1659985566.3251898
2.9498,13.9293,-10.9795,1659985567.9248347
0.4178,19.7832,-19.3654,1659985569.4662144
0.0161,52.2999,-52.2838,1659985571.033713
11.1833,23.884,-12.700700000000001,1659985573.1151848
27.1636,5.1929,21.9707,1659985574.6766932
21.7035,8.0337,13.669799999999999,1659985576.231361
14.343,9.4342,4.908799999999999,1659985578.4744804
1.5854,16.4734,-14.888000000000002,1659985580.0297701
1.3074,42.6585,-41.351099999999995,1659985581.5821826
2.6578,34.323,-31.6652,1659985583.1316078
1.3553,41.0187,-39.6634,1659985585.0689683
37.1475,6.0429,31.1046,1659985586.7978015
20.0571,0.9847,19.0724,1659985588.348171
34.9339,1.1046,33.8293,1659985589.9851708
24.4435,1.7738,22.6697,1659985591.5406575
27.4751,3.5689,23.906200000000002,1659985593.1114821
35.924,0.7825,35.1415,1659985594.6930118
15.1342,0.7909,14.3433,1659985596.2920856
35.5423,6.4218,29.120499999999996,1659985597.852213
3.3782,12.0705,-8.6923,1659985599.4234805
0.8318,16.8915,-16.0597,1659985601.1906135
0.1637,46.0576,-45.8939,1659985603.279105
0.5815,46.4904,-45.9089,1659985604.8400626
0.1665,47.0914,-46.9249,1659985606.4203494
3.3778,45.0424,-41.6646,1659985607.9642072
1.4466,45.7607,-44.314099999999996,1659985609.5296147
0.1354,45.8704,-45.735,1659985611.1142676
2.2106,23.7687,-21.5581,1659985612.6730034
2.7201,22.8079,-20.0878,1659985614.2594786
5.1105,18.7132,-13.6027,1659985615.8451607
1.7763,22.0921,-20.3158,1659985617.406809
0.9425,28.874,-27.9315,1659985618.9803958
1.5291,28.877,-27.3479,1659985620.8339694
2.4891,27.2702,-24.7811,1659985622.3958023
1.7811,6.7251,-4.944000000000001,1659985623.961049
0.6982,58.629,-57.9308,1659985625.5065033
2.274,66.0348,-63.7608,1659985627.595197
13.4057,3.4826,9.9231,1659985629.7135966
25.9199,4.2155,21.7044,1659985631.2849038
25.0137,0.0062,25.0075,1659985632.8907342
17.6218,7.31,10.311800000000002,1659985634.4570358
22.1589,7.3143,14.8446,1659985636.0341144
6.8531,14.6922,-7.839099999999999,1659985637.6397645
0.6231,24.107,-23.4839,1659985639.324134
0.5973,19.925,-19.3277,1659985641.1154304
2.0933,32.9721,-30.8788,1659985642.6774285
3.1117,32.6072,-29.4955,1659985644.2407885
3.0769,33.5103,-30.4334,1659985645.7887158
33.071,3.3634,29.7076,1659985647.3286808
21.55,7.8413,13.7087,1659985648.8865283
21.6796,6.0423,15.6373,1659985650.4502718
3.1637,12.4026,-9.2389,1659985652.052914
1.5551,21.6247,-20.0696,1659985654.0145323
1.6062,22.6799,-21.0737,1659985655.6707144
1.6047,24.1338,-22.5291,1659985658.0390635
0.3013,24.2316,-23.9303,1659985659.5797687
1.2109,41.3403,-40.1294,1659985661.1331263
1.4342,40.8364,-39.4022,1659985662.6787016
0.1575,39.4745,-39.317,1659985664.2446897
3.1186,39.3473,-36.228699999999996,1659985665.8049424
1.58,36.7783,-35.1983,1659985667.359907
0.6747,37.3867,-36.711999999999996,1659985668.938183
0.1012,42.6973,-42.5961,1659985670.4931543
4.8739,37.2273,-32.3534,1659985672.058242
0.1275,42.3873,-42.259800000000006,1659985673.6127782
0.0017,1.0497,-1.048,1659985675.191125
1.5145,49.8201,-48.3056,1659985676.763209
3.5356,47.5553,-44.0197,1659985678.3186214
4.2744,45.9386,-41.6642,1659985679.8798685
4.7121,43.451,-38.7389,1659985681.485569
2.9963,49.5153,-46.519000000000005,1659985683.0646858
5.5053,29.18,-23.6747,1659985684.619866
18.4165,4.9386,13.477899999999998,1659985686.379999
19.6721,5.6034,14.0687,1659985687.9710362
12.8628,12.909,-0.046200000000000685,1659985689.502391
17.102,1.9971,15.1049,1659985691.0745025
8.9387,13.3639,-4.4251999999999985,1659985692.6025226
0.1992,26.9381,-26.738899999999997,1659985694.1785696
1.4792,25.2216,-23.7424,1659985695.7479143
15.0783,6.8441,8.234200000000001,1659985697.3650851
10.2953,12.0068,-1.711500000000001,1659985698.912882
29.6835,4.8915,24.791999999999998,1659985700.456986
17.2237,10.3938,6.8299,1659985702.0319142
13.9898,11.7134,2.2764000000000006,1659985703.6281183
21.8539,2.9805,18.8734,1659985705.40128
17.7824,5.9958,11.7866,1659985707.009076
23.6492,5.1454,18.5038,1659985708.6078146
7.9625,16.3657,-8.4032,1659985710.2110717
0.2155,50.7479,-50.5324,1659985711.804068
2.1424,35.843,-33.7006,1659985713.4176672
25.2004,0.0428,25.1576,1659985714.9851968
22.3197,9.4081,12.911600000000002,1659985716.5300741
18.6905,9.0614,9.6291,1659985718.3054557
7.1902,15.9368,-8.7466,1659985719.8520753
6.5634,16.4329,-9.8695,1659985721.4502745
0.105,27.1335,-27.0285,1659985723.0052702
1.7071,34.5747,-32.8676,1659985725.1515868
0.0161,52.447,-52.4309,1659985726.921028
32.7257,4.9099,27.815800000000003,1659985728.4729962
19.8797,7.7414,12.138300000000001,1659985730.03306
20.6846,8.9904,11.6942,1659985731.5842793
19.0429,6.8855,12.157399999999999,1659985733.1487095
19.2311,7.992,11.2391,1659985734.7058043
5.4672,16.5194,-11.052200000000001,1659985736.2627819
3.3819,19.653,-16.271099999999997,1659985737.8450465
0.5964,23.8886,-23.2922,1659985739.4185705
0.7315,21.4862,-20.7547,1659985741.0149233
2.0115,21.6411,-19.629600000000003,1659985742.56015
2.0115,20.8623,-18.8508,1659985744.1105711
0.9145,22.7992,-21.8847,1659985745.6840622
5.7272,39.4332,-33.706,1659985747.2418897
0.021,52.0029,-51.981899999999996,1659985748.8504205
0.0594,16.4473,-16.3879,1659985750.4289439
2.2627,34.3867,-32.123999999999995,1659985751.9771342
0.1064,14.6468,-14.5404,1659985753.568117
0.0684,57.6827,-57.6143,1659985755.1815221
0.0084,61.763,-61.754599999999996,1659985756.7510428
0.8665,52.4656,-51.5991,1659985758.314092
2.5984,52.8351,-50.2367,1659985761.2038465
12.2477,18.1216,-5.873900000000001,1659985762.9128392
14.702,10.261,4.441000000000001,1659985765.0553916
33.9999,1.7166,32.2833,1659985766.6095328
32.3197,4.7464,27.573299999999996,1659985768.7605278
26.5778,3.0071,23.5707,1659985770.30383
25.7603,5.6638,20.0965,1659985771.889374
26.2843,5.0222,21.262100000000004,1659985773.4229102
21.4021,6.9406,14.461500000000001,1659985775.7050369
20.5808,15.1129,5.4679,1659985777.8028383
1.398,35.3169,-33.918899999999994,1659985780.1639876
1.1441,33.029,-31.884900000000002,1659985781.737056
1.1437,36.5909,-35.447199999999995,1659985783.3270242
2.5581,35.4819,-32.9238,1659985784.895874
15.5345,16.6253,-1.0907999999999998,1659985786.4550328
17.9816,8.6177,9.363900000000001,1659985788.5530534
18.5517,8.8195,9.7322,1659985790.192124
5.4335,18.3577,-12.9242,1659985791.9958806
1.5353,28.9862,-27.4509,1659985793.6610012
4.2035,27.6791,-23.4756,1659985795.2280505
4.2848,29.0523,-24.7675,1659985796.7783988
5.8275,23.6386,-17.8111,1659985798.3429997
16.4291,15.2719,1.1571999999999978,1659985800.4932437
16.6291,9.9859,6.6432,1659985802.0944521
12.6786,14.0228,-1.3442000000000007,1659985803.6675267
2.8253,25.3217,-22.4964,1659985805.2341814
14.0606,8.501,5.559600000000001,1659985806.7995875
4.8071,18.0352,-13.2281,1659985808.4343808
5.5244,18.0352,-12.5108,1659985809.9853227
0.814,6.774,-5.96,1659985811.594986
8.1079,6.2175,1.8904000000000005,1659985813.1511707
14.1337,2.0839,12.0498,1659985814.695985
6.3186,12.3674,-6.0488,1659985816.2842278
2.6065,9.9562,-7.3497,1659985817.8546045
2.7659,13.2349,-10.469,1659985819.961893
3.6136,15.044,-11.4304,1659985822.314445
5.8963,27.961,-22.0647,1659985823.8749135
7.0139,20.7683,-13.7544,1659985825.4279826
6.1501,20.2283,-14.0782,1659985826.9970837
10.408,22.3499,-11.941900000000002,1659985828.5739033
8.0396,21.5232,-13.4836,1659985830.1698413
8.2992,27.7833,-19.484099999999998,1659985832.2706716
0.0003,6.11,-6.1097,1659985833.876771
1.3022,44.8713,-43.5691,1659985835.4809675
1.815,42.8166,-41.0016,1659985837.0452936
1.2584,44.7357,-43.4773,1659985838.6114419
0.3856,45.4729,-45.087300000000006,1659985840.1724823
6.4121,30.6314,-24.2193,1659985842.2522898
48.4657,1.0018,47.463899999999995,1659985844.6063442
40.8063,5.6828,35.1235,1659985846.1652167
40.9928,0.698,40.2948,1659985848.4806006
38.336,6.5752,31.7608,1659985850.087161
37.7108,5.1395,32.5713,1659985851.638147
3.1799,16.0036,-12.823699999999999,1659985853.238945
9.5162,9.7975,-0.2812999999999999,1659985854.8748279
0.585,28.6139,-28.0289,1659985856.4293933
6.2628,19.483,-13.2202,1659985858.2099376
10.5168,17.4097,-6.892900000000001,1659985859.7501726
1.4023,30.9001,-29.497799999999998,1659985861.3313894
0.6235,18.3397,-17.7162,1659985862.897173
6.9373,29.4517,-22.5144,1659985864.4418523
0.7739,30.8604,-30.086499999999997,1659985866.0230963
4.2123,32.2494,-28.037100000000002,1659985867.6153526
3.3868,18.6128,-15.225999999999999,1659985869.1672294
7.4502,12.4094,-4.9592,1659985870.7443419
1.2812,15.5272,-14.246,1659985872.303927
3.5616,17.3812,-13.8196,1659985873.884718
8.0956,11.7664,-3.6708000000000016,1659985875.4588969
3.2262,14.7205,-11.494299999999999,1659985877.0390127
7.0606,8.7461,-1.6855000000000002,1659985878.5933123
1.4544,17.4746,-16.0202,1659985880.1642644
25.8594,1.5606,24.2988,1659985881.7177255
24.6564,4.6007,20.0557,1659985883.3058517
24.7974,2.2897,22.5077,1659985884.9347494
24.4104,7.45,16.9604,1659985886.5139391
9.1352,12.0868,-2.951600000000001,1659985888.6229236
6.454,12.9053,-6.451300000000001,1659985890.7117386
7.9497,12.2151,-4.2654,1659985892.2596195
3.9887,13.4021,-9.413400000000001,1659985893.8174415
10.0451,11.5237,-1.4786000000000001,1659985895.3647084
8.4706,12.7876,-4.317,1659985896.943734
9.9994,12.716,-2.7165999999999997,1659985898.5182104
13.4007,1.671,11.729700000000001,1659985900.0869155
18.6017,208.8861,-190.2844,1659985901.6495843
23.7709,204.1039,-180.333,1659985903.1898415
9.5687,205.8528,-196.2841,1659985904.7219129
0.6793,74.4413,-73.762,1659985906.4717689
0.1381,12.623,-12.4849,1659985908.025561
0.7177,41.0218,-40.3041,1659985909.6155381
0.8007,42.0016,-41.200900000000004,1659985911.178504
1.9199,38.6602,-36.740300000000005,1659985912.776903
17.165,4.6018,12.563199999999998,1659985914.8268673
36.5934,1.8339,34.7595,1659985916.4057634
32.9506,9.6621,23.2885,1659985917.96441
22.0828,8.6533,13.429499999999999,1659985919.543187
24.3268,5.3623,18.964499999999997,1659985921.1003253
34.758,187.2091,-152.4511,1659985922.6862044
41.4467,163.8167,-122.37,1659985924.3429508
41.5457,169.5947,-128.04899999999998,1659985926.1848524
3.556,171.4002,-167.8442,1659985927.7906008
3.6374,179.9717,-176.33429999999998,1659985929.3911026
7.4376,180.3871,-172.9495,1659985930.9780216
9.2323,174.7669,-165.53459999999998,1659985932.5443382
17.654,171.4601,-153.80610000000001,1659985934.0829823
8.6746,174.8844,-166.2098,1659985935.6846411
13.445,174.1973,-160.75230000000002,1659985937.259626
11.7909,172.9869,-161.196,1659985938.828852
15.4151,174.7968,-159.3817,1659985940.4460719
14.332,174.375,-160.043,1659985941.9894922
14.3461,174.3736,-160.0275,1659985943.5525353
7.0752,29.5175,-22.4423,1659985945.2237086
31.2167,2.7668,28.4499,1659985946.7991323
30.0936,172.2377,-142.14409999999998,1659985948.3714395
28.8088,166.4139,-137.60510000000002,1659985949.9333568
31.0827,163.5909,-132.50820000000002,1659985951.790711
33.8468,164.1307,-130.2839,1659985953.363259
47.8028,41.2499,6.552900000000001,1659985954.9513035
33.5583,12.0618,21.496500000000005,1659985956.5119832
20.9398,24.6452,-3.7053999999999974,1659985958.5949872
21.353,25.0682,-3.7151999999999994,1659985960.2142096
22.7307,17.1735,5.557199999999998,1659985961.7792475
21.175,4.2573,16.9177,1659985963.3594093
8.979,30.9995,-22.020500000000002,1659985964.9218092
6.3117,48.6185,-42.306799999999996,1659985966.4804766
9.4051,40.6845,-31.279400000000003,1659985968.036917
1.6925,44.482,-42.7895,1659985969.6061847
4.5181,24.95,-20.4319,1659985971.261818
13.0249,10.3498,2.6751000000000005,1659985972.8237476
21.0937,3.5156,17.5781,1659985974.4003909
37.9266,1.7635,36.1631,1659985975.9608605
34.2588,1.7151,32.5437,1659985977.878061
25.7875,7.521,18.2665,1659985979.448064
29.2314,6.8408,22.3906,1659985981.057065
11.5454,23.2359,-11.6905,1659985983.3913784
1.301,67.4751,-66.1741,1659985985.1056707
11.5995,37.2608,-25.661300000000004,1659985986.683033
1.1964,39.7487,-38.5523,1659985988.2746882
2.1167,39.4372,-37.320499999999996,1659985989.8249846
0.4061,42.1791,-41.772999999999996,1659985991.3906755
6.1481,19.7119,-13.5638,1659985993.1875067
1.7436,25.107,-23.3634,1659985994.7803853
1.8709,26.0854,-24.2145,1659985996.3493452
3.144,82.4499,-79.3059,1659985997.9127674
2.5621,62.0976,-59.5355,1659985999.4929645
1.4487,63.2643,-61.815599999999996,1659986001.0862644
4.7415,61.7839,-57.0424,1659986002.651697
1.2888,80.2831,-78.99430000000001,1659986004.2035484
5.6023,55.6967,-50.0944,1659986005.7646208
3.272,77.7244,-74.4524,1659986007.3078802
26.6356,7.7463,18.8893,1659986008.8988378
8.2418,23.2055,-14.963700000000001,1659986011.0008807
12.8255,0.4737,12.3518,1659986013.1001089
12.0678,6.8237,5.2441,1659986014.885819
9.5352,26.3591,-16.823900000000002,1659986016.961762
11.6288,21.0005,-9.371699999999999,1659986019.0971222
11.4907,37.0786,-25.5879,1659986020.6863558
6.1277,30.0445,-23.9168,1659986022.2403312
5.483,33.0648,-27.581799999999998,1659986023.7999382
1.5539,40.6911,-39.1372,1659986025.3775377
1.6382,42.092,-40.4538,1659986026.912812
0.9204,43.8656,-42.9452,1659986028.4856353
4.5424,57.7403,-53.1979,1659986030.033806
0.8996,58.455,-57.5554,1659986031.5992877
5.9299,48.8652,-42.9353,1659986033.6837955
16.9987,1.3138,15.684899999999999,1659986035.7636504
23.1459,1.3138,21.8321,1659986037.333811
0.4033,1.1132,-0.7099,1659986038.8897305
25.8245,11.4653,14.359200000000001,1659986040.4340868
12.5384,12.7066,-0.16820000000000057,1659986042.0341492
14.6304,4.374,10.2564,1659986043.8758056
4.8724,32.2384,-27.366,1659986045.7158017
1.4055,23.8538,-22.4483,1659986047.2727923
6.5487,17.5188,-10.970099999999999,1659986049.216111
9.4043,18.7423,-9.338000000000001,1659986050.8288665
11.6417,13.0423,-1.400599999999999,1659986052.3894446
19.0581,4.2927,14.7654,1659986054.1536381
4.0296,16.8591,-12.829500000000001,1659986055.7189162
10.3141,1.0676,9.2465,1659986057.2547147
1.6064,25.0516,-23.4452,1659986058.783951
1.0133,25.6654,-24.6521,1659986060.3673513
0.7576,81.0339,-80.2763,1659986061.947119
3.9824,65.6446,-61.6622,1659986063.5225554
4.1209,65.7213,-61.6004,1659986065.0675488
